txn_id,event_number,type_x,amount_x,velocity,avg_amount,max_amount,min_amount,std_amount,receiver_frequency,receiver_diversity,transfer_ratio,payment_ratio,cashout_ratio,debit_ratio,balance_difference,receiver_balance_difference,amount_vs_average,current_vs_previous,step,type_y,amount_y,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
b210ddd2-77db-4a2e-b983-69681328d130,16,PAYMENT,36598.65,2,36598.65,36598.65,36598.65,0,2,1,0,1,0,0,8240.66,0.0,1,1,322,PAYMENT,36598.65,C1365498607,8240.66,0.0,M969218364,0.0,0.0,0,0
28139855-edc7-4250-a32c-6e329eda6dc7,17,CASH_OUT,124443.29,2,124443.29,124443.29,124443.29,0,2,1,0,0,1,0,14236.0,124443.29,1,1,158,CASH_OUT,124443.29,C12524561,14236.0,0.0,C579157353,0.0,124443.29,0,0
2828a6b5-adc2-4abc-9648-47541f9b79b3,18,CASH_OUT,510190.97,2,510190.97,510190.97,510190.97,0,2,1,0,0,1,0,57590.0,510190.98,1,1,131,CASH_OUT,510190.97,C1564771551,57590.0,0.0,C718731643,115914.88,626105.86,0,0
e96a2474-31fc-45e7-bfcd-6d34e23f7112,19,TRANSFER,940927.27,2,940927.27,940927.27,940927.27,0,2,1,1,0,0,0,8568.0,940927.27,1,1,253,TRANSFER,940927.27,C1346570604,8568.0,0.0,C1178934515,0.0,940927.27,0,0
a220c694-e6cb-461a-bcc0-14cf852966af,20,CASH_OUT,240156.34,2,240156.34,240156.34,240156.34,0,2,1,0,0,1,0,0.0,240156.3400000003,1,1,132,CASH_OUT,240156.34,C807101143,0.0,0.0,C1531623971,2811902.28,3052058.62,0,0
d4bcde09-958a-458d-81af-ea038fe82792,21,CASH_OUT,44360.26,2,44360.26,44360.26,44360.26,0,2,1,0,0,1,0,0.0,44360.26,1,1,283,CASH_OUT,44360.26,C346953986,0.0,0.0,C526046232,282664.52,327024.78,0,0
a9dd89ca-c7ea-4bd0-8985-aa120b1445f3,22,CASH_OUT,338458.24,2,338458.24,338458.24,338458.24,0,2,1,0,0,1,0,30283.0,508374.3400000001,1,1,43,CASH_OUT,338458.24,C25552315,30283.0,0.0,C75671301,1055729.15,1564103.49,0,0
9900070f-b787-43fc-9c9f-9f3bba947739,23,CASH_IN,311748.24,2,311748.24,311748.24,311748.24,0,2,1,0,0,0,0,-311748.24,-27843.39,1,1,642,CASH_IN,311748.24,C200195468,4279.0,316027.24,C786997986,27843.39,0.0,0,0
fac825cc-0a11-479c-abab-b6fc44b7c9a9,24,DEBIT,151.58,2,151.58,151.58,151.58,0,2,1,0,0,0,1,151.58,151.57,1,1,164,DEBIT,151.58,C1576094043,10659.0,10507.42,C1308477441,50706.33,50857.9,0,0
48cf5531-7263-483c-a9c5-77afe0ff9da8,25,PAYMENT,26565.95,2,26565.95,26565.95,26565.95,0,2,1,0,1,0,0,0.0,0.0,1,1,326,PAYMENT,26565.95,C1512675672,0.0,0.0,M1330826048,0.0,0.0,0,0
1b7c1c04-4f39-43a7-9e7d-e625dacd125a,26,CASH_OUT,6.57,2,6.57,6.57,6.57,0,2,1,0,0,1,0,0.0,6.5800000001,1,1,132,CASH_OUT,6.57,C1286124147,0.0,0.0,C1885613878,2909681.35,2909687.93,0,0
882fc1af-78b2-40a0-b927-b89731df8926,27,CASH_IN,23898.77,2,23898.77,23898.77,23898.77,0,2,1,0,0,0,0,-23898.77,-23898.77,1,1,37,CASH_IN,23898.77,C1953063740,50271.0,74169.77,C212080696,205872.37,181973.6,0,0
19993f66-0dad-42f5-bf7a-76a7f4058409,28,CASH_OUT,26360.78,2,26360.78,26360.78,26360.78,0,2,1,0,0,1,0,365.0,41597.72,1,1,9,CASH_OUT,26360.78,C470767940,365.0,0.0,C598132143,202458.96,244056.68,0,0
8e4e3c37-db90-4178-be22-e7cec4993af4,29,CASH_IN,192935.2,2,192935.2,192935.2,192935.2,0,2,1,0,0,0,0,-192935.2,-171874.85,1,1,157,CASH_IN,192935.2,C709178804,51937.0,244872.2,C1163988187,171874.85,0.0,0,0
464043f0-d3f1-429d-83d7-7e08fc66a088,30,TRANSFER,18801.43,2,18801.43,18801.43,18801.43,0,2,1,1,0,0,0,126.0,18801.43,1,1,406,TRANSFER,18801.43,C920671013,126.0,0.0,C1418884586,0.0,18801.43,0,0
6ee414ff-3c17-4cf2-aa17-d2e4c3575c0a,31,PAYMENT,3516.08,2,3516.08,3516.08,3516.08,0,2,1,0,1,0,0,0.0,0.0,1,1,235,PAYMENT,3516.08,C633099116,0.0,0.0,M2117267163,0.0,0.0,0,0
273f0217-bc42-4fde-b4c4-de94749a4e81,32,PAYMENT,6987.8,2,6987.8,6987.8,6987.8,0,2,1,0,1,0,0,0.0,0.0,1,1,346,PAYMENT,6987.8,C220437223,0.0,0.0,M1751641542,0.0,0.0,0,0
f7fc5fa3-9a57-47c2-b30c-c65c9a91cf52,33,CASH_IN,8808.73,2,8808.73,8808.73,8808.73,0,2,1,0,0,0,0,-8808.73,-8808.73,1,1,19,CASH_IN,8808.73,C1717919401,50485.0,59293.73,C645140627,177448.43,168639.7,0,0
c55807da-ba57-4efa-b5a5-c76e40c52ecd,34,PAYMENT,24649.07,2,24649.07,24649.07,24649.07,0,2,1,0,1,0,0,0.0,0.0,1,1,208,PAYMENT,24649.07,C1353964860,0.0,0.0,M1059671726,0.0,0.0,0,0
cdd9d55f-3a82-4b1b-8aa3-4472738cb8ca,35,CASH_OUT,97562.73,2,97562.73,97562.73,97562.73,0,2,1,0,0,1,0,5396.0,97562.7199999997,1,1,332,CASH_OUT,97562.73,C1894828300,5396.0,0.0,C1975390043,2455585.33,2553148.05,0,0
cc107708-5927-447a-86fa-fba8b54fe4c2,36,TRANSFER,598680.17,2,598680.17,598680.17,598680.17,0,2,1,1,0,0,0,45059.0,598680.1699999999,1,1,139,TRANSFER,598680.17,C544409289,45059.0,0.0,C956338890,2559233.0,3157913.17,0,0
95b4bf17-a6a8-41b9-a126-cae80ca09942,37,CASH_OUT,218659.82,2,218659.82,218659.82,218659.82,0,2,1,0,0,1,0,1005.0,272355.9000000004,1,1,304,CASH_OUT,218659.82,C88319926,1005.0,0.0,C1971781194,16320325.66,16592681.56,0,0
1d2372cc-5f67-4798-9a04-dfca6fdf4dce,38,CASH_IN,304408.97,2,304408.97,304408.97,304408.97,0,2,1,0,0,0,0,-304408.9700000007,-128707.0,1,1,686,CASH_IN,304408.97,C893917810,4276845.77,4581254.74,C1327824794,1443186.93,1314479.93,0,0
bb6a6821-adf4-4533-a38c-90bd3536cc45,39,PAYMENT,5090.28,2,5090.28,5090.28,5090.28,0,2,1,0,1,0,0,5090.28,0.0,1,1,139,PAYMENT,5090.28,C1405934398,50617.0,45526.72,M839389189,0.0,0.0,0,0
fcfa5979-945c-4427-80cb-bd420138222f,40,CASH_OUT,176016.04,2,176016.04,176016.04,176016.04,0,2,1,0,0,1,0,0.0,88826.8000000007,1,1,226,CASH_OUT,176016.04,C800760258,0.0,0.0,C358043414,12916654.7,13005481.5,0,0
e87524c0-40f5-48c7-9788-fcfc01874ebe,41,PAYMENT,11605.7,2,11605.7,11605.7,11605.7,0,2,1,0,1,0,0,0.0,0.0,1,1,201,PAYMENT,11605.7,C484951468,0.0,0.0,M1504624467,0.0,0.0,0,0
5eb624bb-6e84-4df6-a430-c1024879453f,42,CASH_IN,234850.43,2,234850.43,234850.43,234850.43,0,2,1,0,0,0,0,-234850.4299999999,-248703.25,1,1,14,CASH_IN,234850.43,C982073663,669990.79,904841.22,C1216254870,298639.42,49936.17,0,0
b94c088c-1dad-40cf-8d33-e0e54258bbe3,43,CASH_OUT,186549.79,2,186549.79,186549.79,186549.79,0,2,1,0,0,1,0,0.0,186549.79,1,1,323,CASH_OUT,186549.79,C1647129298,0.0,0.0,C1714837024,242473.16,429022.95,0,0
a72024e7-db89-4073-9116-5a5fe7e54e53,44,CASH_OUT,79042.15,2,79042.15,79042.15,79042.15,0,2,1,0,0,1,0,6064.0,79042.15,1,1,225,CASH_OUT,79042.15,C2086229320,6064.0,0.0,C1654662784,410360.71,489402.86,0,0
3da809bf-1b6a-49a9-b94d-863eac1e7cf1,45,PAYMENT,5055.72,2,5055.72,5055.72,5055.72,0,2,1,0,1,0,0,5055.72,0.0,1,1,138,PAYMENT,5055.72,C315487150,108809.83,103754.11,M1717055694,0.0,0.0,0,0
3d318a4e-78e6-44a2-9edd-72d8007b9f00,46,PAYMENT,12020.77,2,12020.77,12020.77,12020.77,0,2,1,0,1,0,0,12020.7699999999,0.0,1,1,41,PAYMENT,12020.77,C1235787929,639020.83,627000.06,M1043686153,0.0,0.0,0,0
c39c0336-b23e-40c0-926d-83d56f93ef60,47,CASH_IN,123326.84,2,123326.84,123326.84,123326.84,0,2,1,0,0,0,0,-123326.8399999999,-123326.8400000003,1,1,399,CASH_IN,123326.84,C979213321,5477362.0,5600688.84,C787242927,3470716.16,3347389.32,0,0
3f8fa365-cbdb-4616-99d8-2eae2c49cccc,48,PAYMENT,14241.21,2,14241.21,14241.21,14241.21,0,2,1,0,1,0,0,14241.21,0.0,1,1,120,PAYMENT,14241.21,C1653380908,109207.0,94965.79,M77882578,0.0,0.0,0,0
167f63ec-6712-41a5-b88a-8838eda2d830,49,PAYMENT,23480.16,2,23480.16,23480.16,23480.16,0,2,1,0,1,0,0,5309.0,0.0,1,1,373,PAYMENT,23480.16,C1099535493,5309.0,0.0,M933507080,0.0,0.0,0,0
a42ed99a-4eb2-420f-8ddc-6635db1493c7,50,CASH_IN,195205.19,2,195205.19,195205.19,195205.19,0,2,1,0,0,0,0,-195205.1899999999,-195205.1899999999,1,1,179,CASH_IN,195205.19,C2147063789,1961856.75,2157061.94,C1021587874,1150566.93,955361.74,0,0
f145f3a2-d75a-4799-9fac-b3251559d2a6,51,CASH_OUT,145319.54,2,145319.54,145319.54,145319.54,0,2,1,0,0,1,0,8056.0,145319.54,1,1,544,CASH_OUT,145319.54,C237037918,8056.0,0.0,C95318372,696100.99,841420.53,0,0
826626ee-d511-4850-a154-c4f54366d4be,52,PAYMENT,14270.03,2,14270.03,14270.03,14270.03,0,2,1,0,1,0,0,3309.0,0.0,1,1,369,PAYMENT,14270.03,C1496903190,3309.0,0.0,M946866772,0.0,0.0,0,0
9028c7c4-2d04-4bdb-9322-2f3cbdf4f29f,53,PAYMENT,6851.17,2,6851.17,6851.17,6851.17,0,2,1,0,1,0,0,0.0,0.0,1,1,275,PAYMENT,6851.17,C1051106607,0.0,0.0,M1348761534,0.0,0.0,0,0
950ca99a-e4a4-4ed3-a67e-d0fcb6fbfe06,54,CASH_IN,296959.67,2,296959.67,296959.67,296959.67,0,2,1,0,0,0,0,-296959.67,0.0,1,1,396,CASH_IN,296959.67,C731717743,10609.0,307568.67,C148906605,0.0,0.0,0,0
f1c3646d-c97d-4d15-9af9-bb62f3548267,55,CASH_IN,166630.9,2,166630.9,166630.9,166630.9,0,2,1,0,0,0,0,-166630.9,-166630.89,1,1,304,CASH_IN,166630.9,C1410677661,10944.0,177574.9,C704312950,240525.0,73894.11,0,0
11256da9-abca-463d-9737-8ecfe7adb982,56,CASH_IN,165135.41,2,165135.41,165135.41,165135.41,0,2,1,0,0,0,0,-165135.41,-165135.41,1,1,162,CASH_IN,165135.41,C677811242,187326.54,352461.95,C788874634,190273.97,25138.56,0,0
cd2c5b77-3b2f-4387-a87f-88f82700b05f,57,PAYMENT,1704.03,2,1704.03,1704.03,1704.03,0,2,1,0,1,0,0,0.0,0.0,1,1,304,PAYMENT,1704.03,C74556831,0.0,0.0,M1951402325,0.0,0.0,0,0
1506ae7d-fe6a-4531-84ab-5d46a5d813af,58,CASH_IN,390903.09,2,390903.09,390903.09,390903.09,0,2,1,0,0,0,0,-390903.1000000006,-390903.09,1,1,22,CASH_IN,390903.09,C41573174,7947520.93,8338424.03,C860929789,707650.38,316747.29,0,0
05f70a40-bb49-4102-a21d-6528fbedfa9f,59,PAYMENT,21061.24,2,21061.24,21061.24,21061.24,0,2,1,0,1,0,0,0.0,0.0,1,1,229,PAYMENT,21061.24,C40966245,0.0,0.0,M1653653617,0.0,0.0,0,0
97902305-499b-4b6b-8772-a8a683680623,60,PAYMENT,8129.46,2,8129.46,8129.46,8129.46,0,2,1,0,1,0,0,0.0,0.0,1,1,259,PAYMENT,8129.46,C40866646,0.0,0.0,M182944108,0.0,0.0,0,0
1422f4cd-3c23-46d6-9a91-1fd1fe53255c,61,PAYMENT,6492.32,2,6492.32,6492.32,6492.32,0,2,1,0,1,0,0,6492.32,0.0,1,1,234,PAYMENT,6492.32,C1321671140,252978.2,246485.88,M533921438,0.0,0.0,0,0
25410bd0-4c3b-4aee-90c0-47269a4a89ac,62,CASH_OUT,16242.22,2,16242.22,16242.22,16242.22,0,2,1,0,0,1,0,0.0,16242.22,1,1,304,CASH_OUT,16242.22,C1322294401,0.0,0.0,C160609026,1401840.75,1418082.97,0,0
429f6330-844f-4684-84e0-ad4f18ec4693,63,CASH_OUT,286864.49,2,286864.49,286864.49,286864.49,0,2,1,0,0,1,0,0.0,286864.49,1,1,352,CASH_OUT,286864.49,C998029122,0.0,0.0,C1563899518,598674.63,885539.12,0,0
dc86045c-8396-400e-828a-fbf216223102,64,CASH_IN,147351.57,2,147351.57,147351.57,147351.57,0,2,1,0,0,0,0,-147351.5700000003,-147351.5700000003,1,1,139,CASH_IN,147351.57,C710908433,6185044.14,6332395.71,C508488713,7292368.53,7145016.96,0,0
47abf72d-dad8-408e-a801-048afb365b33,65,TRANSFER,21362.19,2,21362.19,21362.19,21362.19,0,2,1,1,0,0,0,0.0,21362.18,1,1,229,TRANSFER,21362.19,C1977482177,0.0,0.0,C1554823726,102800.19,124162.37,0,0
fec95bda-697c-4465-9878-19df02923525,66,PAYMENT,16871.75,2,16871.75,16871.75,16871.75,0,2,1,0,1,0,0,16871.75,0.0,1,1,186,PAYMENT,16871.75,C1345262134,374693.53,357821.78,M1183610480,0.0,0.0,0,0
94755f9d-f8a1-43dd-90f4-9071d2508012,67,CASH_OUT,88826.43,2,88826.43,88826.43,88826.43,0,2,1,0,0,1,0,88826.43,88826.4300000001,1,1,406,CASH_OUT,88826.43,C952906355,249733.0,160906.57,C1084012188,963113.59,1051940.02,0,0
93324b81-512d-46a3-b98b-9819a7f69e45,68,PAYMENT,38509.2,2,38509.2,38509.2,38509.2,0,2,1,0,1,0,0,0.0,0.0,1,1,469,PAYMENT,38509.2,C174212239,0.0,0.0,M1265795703,0.0,0.0,0,0
d9bb1971-65d2-462d-8da5-b37f504cda69,69,PAYMENT,7301.4,2,7301.4,7301.4,7301.4,0,2,1,0,1,0,0,7301.4,0.0,1,1,399,PAYMENT,7301.4,C239144018,21426.0,14124.6,M1684201690,0.0,0.0,0,0
5541e8c1-c300-4e0f-9445-93b7c64e3607,70,PAYMENT,51907.16,2,51907.16,51907.16,51907.16,0,2,1,0,1,0,0,48529.0,0.0,1,1,288,PAYMENT,51907.16,C1577059714,48529.0,0.0,M1955312313,0.0,0.0,0,0
5d4b3475-babc-4b1b-b0b5-49a6cac3f7ff,71,PAYMENT,343.06,2,343.06,343.06,343.06,0,2,1,0,1,0,0,0.0,0.0,1,1,204,PAYMENT,343.06,C1370498771,0.0,0.0,M301320628,0.0,0.0,0,0
9f020bce-70de-4aa3-8ec4-c0f029a1f379,72,CASH_OUT,24413.46,2,24413.46,24413.46,24413.46,0,2,1,0,0,1,0,5088.0,24413.46,1,1,232,CASH_OUT,24413.46,C1542135254,5088.0,0.0,C1938475526,0.0,24413.46,0,0
7d7a9d7d-081a-40bb-8f0a-33230f6fa9b2,73,CASH_OUT,125568.72,2,125568.72,125568.72,125568.72,0,2,1,0,0,1,0,55360.0,125568.72,1,1,192,CASH_OUT,125568.72,C923977418,55360.0,0.0,C779506402,0.0,125568.72,0,0
e54df46b-acd4-4891-9984-caac8dce458c,74,CASH_OUT,203321.66,2,203321.66,203321.66,203321.66,0,2,1,0,0,1,0,7707.02,203321.67,1,1,13,CASH_OUT,203321.66,C1009192782,7707.02,0.0,C1015529677,223460.41,426782.08,0,0
c3627f04-3b4a-4ca5-8ef1-d63cdbf96050,75,PAYMENT,7452.27,2,7452.27,7452.27,7452.27,0,2,1,0,1,0,0,7452.27,0.0,1,1,281,PAYMENT,7452.27,C1418729422,254793.0,247340.73,M1996394103,0.0,0.0,0,0
b458553b-7e12-470b-a208-33420ec8776d,76,CASH_IN,117253.94,2,117253.94,117253.94,117253.94,0,2,1,0,0,0,0,-117253.9399999999,-117253.94,1,1,379,CASH_IN,117253.94,C2029840344,1527903.53,1645157.47,C2142547587,309923.06,192669.12,0,0
3b8bba8c-a1db-4c08-a631-c711a6cd3c0d,77,CASH_OUT,16500.28,2,16500.28,16500.28,16500.28,0,2,1,0,0,1,0,0.0,16500.28,1,1,159,CASH_OUT,16500.28,C731563967,0.0,0.0,C914957636,1039511.46,1056011.74,0,0
decb27e1-dea1-412d-95d7-9b73cb34b9ec,78,PAYMENT,25380.11,2,25380.11,25380.11,25380.11,0,2,1,0,1,0,0,0.0,0.0,1,1,324,PAYMENT,25380.11,C1515172243,0.0,0.0,M849428673,0.0,0.0,0,0
f5115f3e-4d8b-400d-9817-bfab5a3a9032,79,CASH_OUT,95623.45,2,95623.45,95623.45,95623.45,0,2,1,0,0,1,0,95623.45,95623.45,1,1,230,CASH_OUT,95623.45,C1025174837,95785.0,161.55,C1337597412,0.0,95623.45,0,0
352cd9d1-d8ce-44e6-899b-2b8eff91d13a,80,CASH_IN,122899.15,2,122899.15,122899.15,122899.15,0,2,1,0,0,0,0,-122899.15,-122899.15,1,1,405,CASH_IN,122899.15,C1358412469,6017.0,128916.15,C1995332832,227088.65,104189.5,0,0
bac19d67-a2ba-4ce6-a5ef-ebf79ce3e6f0,81,CASH_IN,255661.72,2,255661.72,255661.72,255661.72,0,2,1,0,0,0,0,-255661.72,-255661.7200000002,1,1,380,CASH_IN,255661.72,C1144246806,1148679.19,1404340.91,C87426661,1991419.36,1735757.64,0,0
813e67dc-f472-4b5d-8274-1703c528eeba,82,CASH_OUT,124210.26,2,124210.26,124210.26,124210.26,0,2,1,0,0,1,0,13648.0,124210.26,1,1,307,CASH_OUT,124210.26,C583984242,13648.0,0.0,C408688303,637289.41,761499.67,0,0
c345f5aa-3615-4543-910f-8d78098710ce,83,TRANSFER,406390.63,2,406390.63,406390.63,406390.63,0,2,1,1,0,0,0,0.0,406390.63,1,1,43,TRANSFER,406390.63,C449334349,0.0,0.0,C1477190619,596285.7,1002676.33,0,0
417bc02a-1ca3-4e61-b26c-0b8bc4961b20,84,CASH_IN,12747.45,2,12747.45,12747.45,12747.45,0,2,1,0,0,0,0,-12747.4500000002,-12747.45,1,1,404,CASH_IN,12747.45,C1946500289,3027551.36,3040298.81,C748382555,193795.69,181048.24,0,0
de87c86c-0ddd-4bfc-b477-7849916f16ca,85,PAYMENT,17210.24,2,17210.24,17210.24,17210.24,0,2,1,0,1,0,0,17210.24,0.0,1,1,36,PAYMENT,17210.24,C2035379457,468747.37,451537.13,M1250735899,0.0,0.0,0,0
efd47535-5580-439b-858a-37e89446c374,86,CASH_IN,287548.26,2,287548.26,287548.26,287548.26,0,2,1,0,0,0,0,-287548.2599999998,-287548.26,1,1,401,CASH_IN,287548.26,C2147246002,6300194.15,6587742.41,C1034690288,1211290.25,923741.99,0,0
5c6bb013-150f-4c83-9fe3-070c859fd4e8,87,CASH_IN,326712.9,2,326712.9,326712.9,326712.9,0,2,1,0,0,0,0,-326712.9000000004,-326712.9000000001,1,1,259,CASH_IN,326712.9,C1906310517,10763635.06,11090347.96,C809795627,2415359.64,2088646.74,0,0
c9415030-b62a-4778-8bd7-0afff9f11c7e,88,PAYMENT,241.89,2,241.89,241.89,241.89,0,2,1,0,1,0,0,241.88,0.0,1,1,228,PAYMENT,241.89,C1249789290,103317.6,103075.72,M870078784,0.0,0.0,0,0
4db3cd1d-98ce-4e17-bc0c-ef73ee7ca9c6,89,PAYMENT,5883.37,2,5883.37,5883.37,5883.37,0,2,1,0,1,0,0,0.0,0.0,1,1,236,PAYMENT,5883.37,C1938448095,0.0,0.0,M1022031461,0.0,0.0,0,0
a4d02399-da4a-45a4-bdcb-c5bb5af4c60d,90,PAYMENT,13055.28,2,13055.28,13055.28,13055.28,0,2,1,0,1,0,0,0.0,0.0,1,1,297,PAYMENT,13055.28,C508385511,0.0,0.0,M956027336,0.0,0.0,0,0
c3527b4c-6855-4220-bd95-8ba321c2de84,91,PAYMENT,616.88,2,616.88,616.88,616.88,0,2,1,0,1,0,0,616.88,0.0,1,1,12,PAYMENT,616.88,C1013341637,107243.5,106626.62,M1942028884,0.0,0.0,0,0
fcd096ee-f69b-4a4b-a5da-f6fb82ef00e1,92,CASH_OUT,107759.5,2,107759.5,107759.5,107759.5,0,2,1,0,0,1,0,0.0,107759.5,1,1,236,CASH_OUT,107759.5,C1408936980,0.0,0.0,C1403087041,1507711.83,1615471.33,0,0
01e42dd0-c868-4913-a096-7f77d8f91f58,93,CASH_IN,18868.29,2,18868.29,18868.29,18868.29,0,2,1,0,0,0,0,-18868.2899999991,-18868.29,1,1,253,CASH_IN,18868.29,C1363041822,21137221.01,21156089.3,C1761313958,34831.61,15963.32,0,0
82ecaf7b-ec8e-42d7-bc99-edebadc4418a,94,PAYMENT,4986.63,2,4986.63,4986.63,4986.63,0,2,1,0,1,0,0,0.0,0.0,1,1,13,PAYMENT,4986.63,C1359889730,0.0,0.0,M1124177815,0.0,0.0,0,0
0c71af5e-9cfc-4910-a4fb-f9c74737f79b,95,PAYMENT,17692.64,2,17692.64,17692.64,17692.64,0,2,1,0,1,0,0,10268.0,0.0,1,1,36,PAYMENT,17692.64,C1270549119,10268.0,0.0,M743266449,0.0,0.0,0,0
2fa3e075-c2a5-4588-8154-37a0843f0511,96,PAYMENT,7457.89,2,7457.89,7457.89,7457.89,0,2,1,0,1,0,0,0.0,0.0,1,1,403,PAYMENT,7457.89,C2051931889,0.0,0.0,M2079068430,0.0,0.0,0,0
f6515a7a-4313-4a50-8ec1-9b3ed4e9ba2c,97,DEBIT,2262.52,2,2262.52,2262.52,2262.52,0,2,1,0,0,0,1,2262.52,2262.52,1,1,300,DEBIT,2262.52,C841098437,49271.0,47008.48,C1097907228,124780.0,127042.52,0,0
aae5b6a3-6b86-40d3-abf1-5a04d133478f,98,CASH_IN,67418.91,2,67418.91,67418.91,67418.91,0,2,1,0,0,0,0,-67418.91,-67418.9099999999,1,1,564,CASH_IN,67418.91,C1484852473,52181.0,119599.91,C170358894,1659195.46,1591776.55,0,0
c799f87b-ec6d-4563-b153-430e8749e833,99,PAYMENT,9414.76,2,9414.76,9414.76,9414.76,0,2,1,0,1,0,0,5839.9,0.0,1,1,254,PAYMENT,9414.76,C2023654274,5839.9,0.0,M210283336,0.0,0.0,0,0
17809092-c0da-474c-bb87-ff708f3780c7,100,PAYMENT,17485.51,2,17485.51,17485.51,17485.51,0,2,1,0,1,0,0,9339.0,0.0,1,1,206,PAYMENT,17485.51,C928494081,9339.0,0.0,M981647331,0.0,0.0,0,0
